Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
8177,9009,Ben Lhassine Kone,66,76,61,64,72,56,63,79,74,64,59,71,53,58,62,63,58,50,70,68,60,72,82,83,63,69,60,58,48,54,59,56,64,73,58,61,CM,3,3,Left,"172cm / 5'8""",70kg / 154lb,,24,Côte d'Ivoire,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-lhassine-kone/253120,,,,,
8267,9009,Alan Matturro,66,64,30,52,54,67,64,62,65,48,22,51,21,23,35,50,52,31,59,51,30,50,56,44,65,58,57,67,67,66,68,66,70,59,66,65,CB,3,2,Left,"189cm / 6'2""",77kg / 170lb,LB,19,Uruguay,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alan-matturro/274082,,,,,
8346,9009,Hans Nicolussi Caviglia,66,63,53,67,67,53,49,69,58,65,44,71,55,51,48,65,56,49,75,72,56,70,59,70,62,68,54,45,57,49,60,57,52,62,38,58,CM,3,3,Right,"184cm / 6'0""",79kg / 174lb,,24,Italy,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hans-nicolussi-caviglia/253162,,,,,
8486,9009,Richie Sagrado,66,75,46,56,67,60,66,75,75,64,55,40,30,29,45,48,63,32,63,54,42,71,70,65,64,65,46,64,55,59,60,58,70,73,64,60,RM,3,2,Right,"183cm / 6'0""",79kg / 174lb,"RB, LB, RW",20,Belgium,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richie-sagrado/275087,,,,,
8702,10108,Michel Ndary Adopo,65,58,56,62,65,66,63,57,58,62,51,70,57,49,49,61,53,50,68,67,56,66,60,43,68,68,63,69,60,64,68,66,66,48,67,72,CM,3,2,Right,"187cm / 6'2""",84kg / 185lb,CDM,24,France,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michel-ndary-adopo/254982,,,,,
8795,10108,Reda Belahyane,65,50,46,59,68,66,42,54,47,53,41,53,50,32,49,62,49,41,67,63,46,67,72,93,65,68,53,67,58,67,68,67,44,45,30,67,CDM,3,2,Right,"169cm / 5'7""",53kg / 117lb,CM,20,France,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/reda-belahyane/275163,,,,,
8818,10108,Bjarki Steinn Bjarkason,65,63,58,63,67,48,55,62,63,61,60,60,54,51,55,63,61,51,67,62,53,68,66,77,60,68,58,49,42,48,50,44,50,59,55,52,RM,2,3,Right,"180cm / 5'11""",68kg / 150lb,"CM, RW",24,Iceland,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bjarki-steinn-bjarkason/258533,,,,,
8847,10108,Iker Bravo,65,66,66,54,65,23,56,67,66,61,67,70,66,55,60,55,42,63,64,43,48,67,66,63,61,66,47,18,70,20,17,17,70,53,60,45,ST,4,3,Right,"184cm / 6'0""",79kg / 174lb,"LW, RW",19,Spain,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iker-bravo/265194,,,,,
8898,10108,Mattia Chiesa,65,67,62,67,65,39,61,39,40,11,10,50,12,11,21,37,14,20,30,31,19,17,51,45,63,18,49,13,12,8,20,19,61,28,69,29,GK,3,1,Right,"190cm / 6'3""",82kg / 181lb,,24,Italy,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-chiesa/271578,67,62,67,61,65
8921,10108,Tommaso Corazza,65,66,56,61,67,65,58,61,70,64,47,70,65,43,43,50,67,66,65,52,70,69,70,75,59,66,49,66,57,64,66,67,65,41,64,63,LB,5,3,Right,"174cm / 5'9""",72kg / 159lb,"LM, RB",20,Italy,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tommaso-corazza/277704,,,,,
8984,10108,Mikael Egill Ellertsson,65,69,68,64,70,61,54,74,64,64,68,71,71,60,64,61,60,49,70,66,66,72,73,68,59,71,59,57,53,57,70,62,66,39,61,54,CM,3,3,Left,"182cm / 6'0""",74kg / 163lb,"LM, RM",22,Iceland,Serie A Enilive,Venezia,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mikael-egill-ellertsson/264436,,,,,
9014,10108,Omari Forson,65,72,60,63,68,31,51,74,70,61,58,72,58,52,52,60,64,47,66,60,68,68,78,65,55,68,63,31,35,29,34,24,51,57,52,40,RM,4,3,Left,"179cm / 5'10""",67kg / 148lb,"CAM, RW",20,England,Serie A Enilive,Monza,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/omari-forson/268437,,,,,
9053,10108,Gvidas Gineitis,65,57,58,66,66,52,64,56,58,60,47,71,72,55,53,57,60,72,74,66,63,68,51,56,60,73,57,50,62,47,53,57,65,67,64,62,CM,3,2,Left,"191cm / 6'3""",75kg / 165lb,CDM,20,Lithuania,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gvidas-gineitis/273932,,,,,
9060,10108,Facundo González,65,53,31,50,45,66,66,56,51,24,26,45,29,30,42,39,37,28,66,59,31,36,33,40,57,62,45,65,66,65,68,69,71,61,74,52,CB,3,2,Left,"193cm / 6'4""",83kg / 183lb,,21,Uruguay,Serie A Enilive,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-gonzalez/277597,,,,,
9247,10108,Mats Lemmens,65,71,47,56,55,62,70,70,71,45,41,57,47,48,52,44,58,51,60,58,60,53,63,64,63,55,45,63,56,63,63,62,72,69,74,63,RB,3,2,Right,"186cm / 6'1""",81kg / 179lb,CB,22,Belgium,Serie A Enilive,Lecce,"Jockey, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mats-lemmens/271498,,,,,
9470,10108,Niccolò Pisilli,65,53,59,65,63,59,52,57,49,63,60,68,54,48,50,60,58,56,73,67,50,63,45,65,71,69,62,56,59,60,60,62,50,52,44,72,CM,3,2,Right,"180cm / 5'11""",75kg / 165lb,,19,Italy,Serie A Enilive,AS Roma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niccolo-pisilli/275291,,,,,
9472,10108,André Anderson,65,65,61,60,68,25,43,66,65,67,61,65,56,57,60,66,50,40,65,64,54,70,69,65,61,67,56,15,56,30,20,15,50,58,37,35,CAM,3,3,Right,"180cm / 5'11""",75kg / 165lb,ST,24,Italy,Serie A Enilive,Latium,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andre-anderson/245639,,,,,
9578,10108,Alen Sherri,65,66,61,61,68,34,63,33,35,10,10,46,11,9,15,29,16,12,29,30,15,12,42,31,59,18,49,8,13,8,14,14,59,28,68,34,GK,3,1,Right,"197cm / 6'6""",83kg / 183lb,,26,Albania,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alen-sherri/73838,66,61,61,63,68
9592,10108,Ayanda Sishuba,65,71,60,60,73,32,40,76,67,59,60,65,56,51,60,61,59,58,61,54,66,72,85,84,61,72,64,32,41,30,32,28,44,44,34,48,CAM,4,4,Right,"169cm / 5'7""",61kg / 134lb,,19,Belgium,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ayanda-sishuba/276787,,,,,
9750,10108,Kevin Zeroli,65,68,57,62,70,64,59,69,67,58,60,56,57,52,47,62,58,46,68,63,56,71,71,69,62,70,64,63,61,61,68,63,63,67,52,63,CM,3,2,Right,"187cm / 6'2""",70kg / 154lb,"CAM, CDM",19,Italy,Serie A Enilive,Milano FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-zeroli/278351,,,,,
9905,11203,Drissa Camara,64,65,57,63,65,54,58,65,65,57,54,63,62,56,39,62,61,54,67,61,60,68,62,64,58,65,54,55,49,53,56,57,56,62,57,58,RM,2,3,Right,"179cm / 5'10""",70kg / 154lb,"CAM, LM, RW",22,Côte d'Ivoire,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/drissa-camara/264364,,,,,
9912,11203,Franco Carboni,64,62,40,55,57,60,68,63,61,53,36,48,39,38,41,45,61,48,60,47,62,57,50,60,61,59,55,59,62,59,60,63,69,75,67,59,LB,2,2,Left,"190cm / 6'3""",76kg / 168lb,LM,21,Argentina,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/franco-carboni/270485,,,,,
9942,11203,Alphadjo Cissè,64,77,59,62,67,46,51,81,73,56,58,61,61,56,51,61,59,63,64,61,61,67,84,82,56,64,54,43,43,50,45,41,57,54,53,43,CAM,3,4,Right,"176cm / 5'9""",69kg / 152lb,LM,17,Italy,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alphadjo-cisse/278326,,,,,
9955,11203,Edoardo Corvi,64,66,63,61,67,25,58,25,26,9,8,46,9,9,12,39,13,18,35,41,13,7,38,49,63,16,25,6,11,7,17,13,48,24,54,28,GK,1,1,Left,"187cm / 6'2""",70kg / 154lb,,23,Italy,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edoardo-corvi/271385,66,63,61,58,67
9995,11203,Francesco Donati,64,70,42,58,62,60,64,70,70,56,42,41,37,44,49,53,57,53,64,55,51,69,67,57,67,53,51,54,53,61,64,65,63,71,61,65,RB,3,3,Right,"185cm / 6'1""",79kg / 174lb,RM,23,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francesco-donati/270474,,,,,
10000,11203,Patrick Dorgu,64,78,50,54,67,57,48,75,80,60,52,51,49,39,42,48,63,52,56,47,54,70,70,78,61,64,45,57,53,53,60,64,51,63,34,64,LB,2,2,Left,"175cm / 5'9""",60kg / 132lb,LM,19,Denmark,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-dorgu/277432,,,,,
10185,11203,Emirhan İlkhan,64,66,58,63,70,50,48,68,64,64,57,62,59,47,50,67,54,52,67,63,59,73,73,76,54,68,63,50,49,45,55,50,44,67,35,59,CM,3,3,Right,"175cm / 5'9""",68kg / 150lb,CAM,20,Turkey,Serie A Enilive,Torino,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emirhan-ilkhan/266257,,,,,
10458,11203,Tomás Palacios,64,53,36,34,38,66,69,51,55,24,26,55,44,19,51,27,34,24,39,38,29,32,45,34,61,38,58,64,62,68,67,65,68,63,74,65,CB,2,2,Left,"195cm / 6'5""",80kg / 176lb,LB,21,Argentina,Serie A Enilive,Lombardia FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomas-palacios/268558,,,,,
10711,11203,Mauro Vigorito,64,63,63,60,65,39,65,38,40,13,18,45,13,16,13,24,13,12,34,26,13,13,52,30,61,29,51,26,9,21,13,12,54,32,55,32,GK,2,1,Right,"187cm / 6'2""",79kg / 174lb,,34,Italy,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mauro-vigorito/186611,63,63,60,65,65
11016,12239,Emmanuel Ekong,63,74,64,47,63,24,57,75,73,61,67,64,60,56,64,55,40,35,53,37,44,62,70,72,57,63,49,16,65,21,21,15,71,65,59,36,ST,3,2,Right,"176cm / 5'9""",72kg / 159lb,,22,Sweden,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emmanuel-ekong/271923,,,,,
11095,12239,Antoine Hainaut,63,65,50,58,62,63,54,68,63,46,48,55,51,51,46,55,52,34,65,59,60,63,57,70,56,64,50,61,50,65,67,65,56,46,54,62,RB,2,2,Right,"176cm / 5'9""",70kg / 154lb,CB,22,France,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antoine-hainaut/271856,,,,,
11302,12239,Filippo Melegoni,63,43,54,67,64,57,60,39,47,64,49,70,47,47,64,70,59,57,70,70,62,63,65,69,68,65,63,59,49,58,56,58,50,65,62,49,CAM,2,3,Right,"186cm / 6'1""",74kg / 163lb,"RM, CM",25,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filippo-melegoni/237382,,,,,
11379,12239,Bruno Bertinato,63,64,62,58,63,19,62,18,20,9,7,44,8,8,13,53,13,13,15,21,12,7,22,20,58,18,23,7,10,8,11,12,48,21,56,25,GK,3,1,Left,"194cm / 6'4""",79kg / 174lb,,26,Brazil,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruno-bertinato/247289,64,62,58,62,63
11431,12239,Niklas Pyyhtiä,63,44,57,65,65,52,59,53,37,54,54,65,60,49,54,66,53,55,70,70,65,66,56,57,57,68,62,52,56,48,54,52,61,52,65,50,CM,2,2,Left,"188cm / 6'2""",78kg / 172lb,CDM,20,Finland,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niklas-pyyhtia/274089,,,,,
11724,13135,Brian Jepthe Bayeye,62,76,50,59,60,55,69,78,75,55,45,61,45,61,59,61,61,45,60,58,58,60,68,68,55,59,55,52,60,52,58,56,76,77,67,60,RM,3,3,Right,"182cm / 6'0""",77kg / 170lb,"RB, RW",24,Congo DR,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brian-jepthe-bayeye/271480,,,,,
11728,13135,Alessandro Berardi,62,61,58,56,64,50,63,50,51,12,10,42,19,19,22,55,14,15,29,32,16,11,35,45,60,21,53,21,11,11,19,17,58,45,55,23,GK,3,1,Right,"185cm / 6'1""",78kg / 172lb,,33,Italy,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-berardi/202793,61,58,56,63,64
12103,13135,Lorenzo Lucchesi,62,57,30,45,50,62,67,56,57,24,29,40,22,27,36,29,39,30,58,54,23,47,41,61,58,54,54,61,65,59,64,61,68,64,70,63,CB,3,2,Left,"190cm / 6'3""",80kg / 176lb,,21,Italy,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorenzo-lucchesi/278305,,,,,
12316,13135,Stiven Shpendi,62,61,64,46,64,22,54,67,56,65,66,61,63,55,65,50,43,38,50,36,52,67,57,59,60,66,55,13,59,19,19,21,66,48,60,45,ST,3,2,Right,"181cm / 5'11""",75kg / 165lb,,21,Albania,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stiven-shpendi/277515,,,,,
12332,13135,Daniele Sommariva,62,64,56,62,68,42,59,40,44,15,18,47,17,18,21,21,15,20,31,23,20,13,37,58,58,18,28,19,19,20,17,19,57,31,57,27,GK,2,1,Right,"185cm / 6'1""",76kg / 168lb,,27,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniele-sommariva/225432,64,56,62,59,68
12576,13955,Rares Burnete,61,55,65,45,61,23,56,52,57,58,66,64,68,57,57,48,38,47,49,39,58,63,48,56,54,65,57,22,62,17,16,21,61,50,59,54,ST,3,2,Left,"185cm / 6'1""",76kg / 168lb,LW,20,Romania,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rares-burnete/277636,,,,,
12687,13955,Alessio Furlanetto,61,63,60,58,65,39,55,37,43,8,9,44,8,8,15,35,14,12,31,28,16,14,40,27,51,12,31,14,12,12,14,13,54,29,57,22,GK,2,1,Right,"191cm / 6'3""",78kg / 172lb,,22,Italy,Serie A Enilive,Latium,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessio-furlanetto/270217,63,60,58,55,65
12974,13955,Francesco Rossi,61,63,62,63,62,22,60,22,21,11,11,47,12,16,14,22,19,22,17,12,22,21,55,40,48,19,42,27,14,20,17,16,35,22,30,14,GK,2,1,Right,"193cm / 6'4""",83kg / 183lb,,33,Italy,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francesco-rossi/194894,63,62,63,60,62
12984,13955,Jasper Samooja,61,62,65,61,59,26,60,30,21,9,8,46,6,8,11,32,11,13,25,26,13,12,33,40,48,13,38,12,9,9,9,15,36,19,32,29,GK,2,1,Right,"189cm / 6'2""",84kg / 185lb,,21,Finland,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jasper-samooja/278623,62,65,61,60,59
13169,14644,David Ankeye,60,71,55,47,61,30,59,68,74,58,59,63,44,39,46,46,48,33,50,47,41,60,65,62,62,61,55,17,59,29,28,32,68,53,66,48,ST,3,2,Right,"191cm / 6'3""",78kg / 172lb,,22,Nigeria,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-ankeye/260789,,,,,
13183,14644,Nicola Bagnolini,60,62,57,59,65,34,53,31,38,9,8,44,8,7,18,32,9,15,32,28,9,11,32,41,54,18,30,9,9,7,12,12,56,30,67,22,GK,2,1,Right,"193cm / 6'4""",78kg / 172lb,,20,Italy,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicola-bagnolini/271420,62,57,59,53,65
13199,14644,Medon Berisha,60,47,47,59,58,59,60,60,36,42,44,59,46,38,49,56,41,60,66,66,63,57,55,39,64,63,50,62,54,53,63,60,60,52,60,70,CM,4,2,Right,"186cm / 6'1""",71kg / 157lb,,20,Albania,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/medon-berisha/271198,,,,,
13248,14644,Giuseppe Ciocci,60,62,56,54,65,24,58,21,28,8,7,41,8,7,12,36,13,11,25,26,8,9,36,25,56,12,38,15,12,7,12,13,53,34,65,21,GK,2,1,Right,"190cm / 6'3""",85kg / 187lb,,22,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giuseppe-ciocci/271199,62,56,54,58,65
13254,14644,Pietro Comuzzo,60,41,27,38,37,63,55,45,37,26,26,38,22,24,24,44,30,20,42,38,30,28,39,54,54,42,50,60,60,62,68,64,57,42,56,66,CB,2,2,Right,"183cm / 6'0""",75kg / 165lb,,19,Italy,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pietro-comuzzo/278340,,,,,
13273,14644,Ali Bina Dembélé,60,67,42,50,58,56,64,66,67,51,38,52,41,33,47,44,59,42,51,48,45,57,66,58,57,57,50,54,52,55,58,58,63,64,67,55,RB,3,2,Right,"185cm / 6'1""",80kg / 176lb,,20,France,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ali-bina-dembele/273936,,,,,
13330,14644,Matteo Grandi,60,59,57,60,56,45,61,44,47,17,15,45,12,16,23,29,17,13,32,19,18,19,33,55,61,24,52,25,20,13,13,19,55,40,54,27,GK,3,1,Right,"189cm / 6'2""",75kg / 165lb,,31,Italy,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matteo-grandi/230636,59,57,60,61,56
13523,14644,Ange Caumenan N'Guessan,60,72,32,50,58,58,62,73,71,42,21,56,29,32,40,45,55,28,53,55,45,56,68,61,60,58,55,58,60,55,61,60,72,55,64,65,CB,3,2,Right,"187cm / 6'2""",81kg / 179lb,RB,21,France,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ange-caumenan-n-guessan/273928,,,,,
13822,15274,Niccolò Chiorra,59,56,57,60,64,29,59,28,30,7,6,45,8,8,10,35,9,13,21,24,12,10,27,42,48,10,21,10,9,8,12,12,43,22,47,20,GK,3,1,Right,"182cm / 6'0""",74kg / 163lb,,23,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niccolo-chiorra/276484,56,57,60,59,64
14015,15274,Tommaso Martinelli,59,61,59,56,62,23,58,25,19,4,8,42,5,6,13,40,12,13,19,18,14,8,31,22,43,19,42,8,10,6,10,12,55,18,70,17,GK,3,1,Right,"196cm / 6'5""",90kg / 198lb,,18,Italy,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tommaso-martinelli/275325,61,59,56,58,62
14176,15274,Samuele Vignato,59,68,59,60,74,34,40,72,64,60,62,56,56,57,49,64,51,49,64,61,51,73,86,89,66,72,54,33,36,38,30,34,37,60,31,37,ST,4,4,Right,"172cm / 5'8""",59kg / 130lb,,20,Italy,Serie A Enilive,Monza,"Flair, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuele-vignato/265595,,,,,
14263,15758,Alexandru Borbei,58,57,61,62,53,33,60,34,32,7,6,47,7,8,16,40,13,12,27,26,11,15,42,49,52,11,28,8,15,7,15,15,42,22,44,15,GK,2,1,Right,"183cm / 6'0""",75kg / 165lb,,21,Romania,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexandru-borbei/277734,57,61,62,60,53
14342,15758,Gabriele Guarino,58,53,28,37,39,59,67,60,47,24,22,44,21,27,43,39,32,31,40,36,34,36,32,41,51,40,50,62,60,56,62,53,72,62,75,54,CB,2,2,Right,"186cm / 6'1""",76kg / 168lb,,20,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gabriele-guarino/271921,,,,,
14596,16153,James Abankwah,57,66,29,44,53,55,67,67,66,27,27,39,26,25,31,25,45,29,55,52,29,53,64,62,50,48,51,54,53,57,55,55,67,60,71,66,CB,2,2,Right,"182cm / 6'0""",79kg / 174lb,RB,20,Republic of Ireland,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-abankwah/264509,,,,,
14631,16153,Federico Brancolini,57,53,59,64,56,25,60,21,32,8,7,48,7,8,18,38,14,11,29,27,14,5,30,26,47,11,25,8,10,5,10,11,48,22,59,27,GK,1,1,Right,"192cm / 6'4""",78kg / 172lb,,23,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-brancolini/257580,53,59,64,60,56
